Academic Year,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,District Name,School Name,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Percent Eligible Free,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2022-2023,36,67736,0130948,San Bernardino,Helendale Elementary,Independence Charter Academy,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1679,Locally funded,N,K,12,131,87,0.6641221374045801,90,0.6870229007633588,120,78,0.65,81,0.675,Y
2022-2023,36,67736,0136069,San Bernardino,Helendale Elementary,Sage Oak Charter,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1885,Directly funded,Y,K,12,3048,971,0.3185695538057743,1162,0.38123359580052496,2916,928,0.31824417009602196,1113,0.3816872427983539,Y
2022-2023,36,67736,0136937,San Bernardino,Helendale Elementary,Vista Norte Public Charter,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1919,Directly funded,Y,K,12,631,449,0.7115689381933439,485,0.768621236133122,428,310,0.7242990654205608,337,0.7873831775700935,Y
2022-2023,36,67736,0139576,San Bernardino,Helendale Elementary,Excel Academy Charter,Elementary School District,K-12 Schools (Public),Traditional,,Yes,2073,Directly funded,Y,K,12,545,223,0.4091743119266055,271,0.4972477064220184,534,221,0.41385767790262173,269,0.5037453183520599,Y
2022-2023,36,67736,6035935,San Bernardino,Helendale Elementary,Helendale Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,520,254,0.48846153846153845,290,0.5576923076923077,503,242,0.48111332007952284,277,0.5506958250497018,Y
2022-2023,36,67736,6107072,San Bernardino,Helendale Elementary,Riverview Middle,Elementary School District,Junior High Schools (Public),Traditional,,No ,,,N,7,8,158,77,0.4873417721518987,84,0.5316455696202531,158,77,0.4873417721518987,84,0.5316455696202531,Y
2022-2023,36,67777,3630217,San Bernardino,Morongo Unified,Black Rock Alternative/Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,,,N,9,12,138,98,0.7101449275362319,106,0.7681159420289855,119,85,0.7142857142857143,93,0.7815126050420168,Y
2022-2023,36,67777,3636743,San Bernardino,Morongo Unified,Twentynine Palms High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,729,400,0.5486968449931413,483,0.6625514403292181,703,391,0.5561877667140825,469,0.6671408250355618,Y
2022-2023,36,67777,3638616,San Bernardino,Morongo Unified,Yucca Valley High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1264,726,0.5743670886075949,811,0.6416139240506329,1229,705,0.5736371033360456,788,0.6411716842961758,Y
2022-2023,36,67777,6035984,San Bernardino,Morongo Unified,Joshua Tree Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,276,197,0.7137681159420289,215,0.7789855072463768,276,197,0.7137681159420289,215,0.7789855072463768,Y
2022-2023,36,67777,6035992,San Bernardino,Morongo Unified,Morongo Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,183,105,0.5737704918032787,121,0.6612021857923497,183,105,0.5737704918032787,121,0.6612021857923497,Y
2022-2023,36,67777,6036008,San Bernardino,Morongo Unified,Oasis Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,491,356,0.725050916496945,383,0.780040733197556,476,346,0.726890756302521,373,0.7836134453781513,Y
2022-2023,36,67777,6036016,San Bernardino,Morongo Unified,Palm Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,383,292,0.762402088772846,307,0.8015665796344648,369,280,0.7588075880758808,295,0.7994579945799458,Y
2022-2023,36,67777,6036024,San Bernardino,Morongo Unified,Twentynine Palms Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,548,234,0.42700729927007297,256,0.46715328467153283,533,232,0.4352720450281426,253,0.474671669793621,Y
2022-2023,36,67777,6036032,San Bernardino,Morongo Unified,Twentynine Palms Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,413,223,0.5399515738498789,261,0.6319612590799032,413,223,0.5399515738498789,261,0.6319612590799032,Y
2022-2023,36,67777,6036040,San Bernardino,Morongo Unified,Yucca Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,544,395,0.7261029411764706,414,0.7610294117647058,518,375,0.7239382239382239,394,0.7606177606177607,Y
2022-2023,36,67777,6105589,San Bernardino,Morongo Unified,Yucca Mesa Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,402,234,0.582089552238806,281,0.6990049751243781,402,234,0.582089552238806,281,0.6990049751243781,Y
2022-2023,36,67777,6106579,San Bernardino,Morongo Unified,La Contenta Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,650,406,0.6246153846153846,466,0.7169230769230769,650,406,0.6246153846153846,466,0.7169230769230769,Y
2022-2023,36,67777,6106827,San Bernardino,Morongo Unified,Friendly Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,267,137,0.5131086142322098,152,0.5692883895131086,267,137,0.5131086142322098,152,0.5692883895131086,Y
2022-2023,36,67777,6109615,San Bernardino,Morongo Unified,Condor Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,400,76,0.19,167,0.4175,400,76,0.19,167,0.4175,Y
2022-2023,36,67777,6109623,San Bernardino,Morongo Unified,Landers Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,139,103,0.7410071942446043,106,0.762589928057554,139,103,0.7410071942446043,106,0.762589928057554,Y
2022-2023,36,67777,6113070,San Bernardino,Morongo Unified,Onaga Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,580,325,0.5603448275862069,339,0.5844827586206897,570,320,0.5614035087719298,333,0.5842105263157895,Y
2022-2023,36,67785,0141184,San Bernardino,Mountain View Elementary,Park View Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,722,178,0.24653739612188366,214,0.296398891966759,668,173,0.25898203592814373,208,0.31137724550898205,Y
2022-2023,36,67785,6036057,San Bernardino,Mountain View Elementary,Mountain View Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,537,293,0.5456238361266295,339,0.6312849162011173,524,285,0.5438931297709924,331,0.6316793893129771,Y
2022-2023,36,67785,6102909,San Bernardino,Mountain View Elementary,Grace Yokley Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,636,276,0.4339622641509434,341,0.5361635220125787,636,276,0.4339622641509434,341,0.5361635220125787,Y
2022-2023,36,67785,6105449,San Bernardino,Mountain View Elementary,Creek View Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,550,269,0.4890909090909091,319,0.58,533,261,0.4896810506566604,310,0.5816135084427767,Y
2022-2023,36,67785,6110050,San Bernardino,Mountain View Elementary,Ranch View Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,590,266,0.45084745762711864,326,0.5525423728813559,574,255,0.4442508710801394,315,0.5487804878048781,Y
2022-2023,36,67793,6036065,San Bernardino,Mt. Baldy Joint Elementary,Mt. Baldy Joint Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,93,35,0.3763440860215054,36,0.3870967741935484,90,34,0.37777777777777777,35,0.3888888888888889,Y
2022-2023,36,67801,0131888,San Bernardino,Needles Unified,Chemehuevi Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,40,34,0.85,34,0.85,38,32,0.8421052631578947,32,0.8421052631578947,Y
2022-2023,36,67801,0132720,San Bernardino,Needles Unified,Needles Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,,,N,6,12,19,15,0.7894736842105263,15,0.7894736842105263,19,15,0.7894736842105263,15,0.7894736842105263,Y
2022-2023,36,67801,0141705,San Bernardino,Needles Unified,Monument Peak,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,72,61,0.8472222222222222,61,0.8472222222222222,66,55,0.8333333333333334,55,0.8333333333333334,Y
2022-2023,36,67801,3630266,San Bernardino,Needles Unified,Educational Training Center,Unified School District,Continuation High Schools,Continuation School,CEP,No ,,,N,9,12,18,16,0.8888888888888888,16,0.8888888888888888,16,14,0.875,14,0.875,Y
2022-2023,36,67801,3634169,San Bernardino,Needles Unified,Needles High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,293,210,0.7167235494880546,210,0.7167235494880546,286,203,0.7097902097902098,203,0.7097902097902098,Y
2022-2023,36,67801,6036115,San Bernardino,Needles Unified,Vista Colorado Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,321,265,0.8255451713395638,265,0.8255451713395638,317,264,0.832807570977918,264,0.832807570977918,Y
2022-2023,36,67801,6100929,San Bernardino,Needles Unified,Needles Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,192,153,0.796875,153,0.796875,192,153,0.796875,153,0.796875,Y
2022-2023,36,67819,0000001,San Bernardino,Ontario-Montclair,"Nonpublic, Nonsectarian Schools",Elementary School District,,,,,,,,,,43,16,0.37209302325581395,16,0.37209302325581395,43,16,0.37209302325581395,16,0.37209302325581395,Y
2022-2023,36,67819,0100107,San Bernardino,Ontario-Montclair,Vista Grande Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,402,227,0.5646766169154229,303,0.753731343283582,391,220,0.5626598465473146,295,0.7544757033248082,Y
2022-2023,36,67819,0100115,San Bernardino,Ontario-Montclair,Montera Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,554,299,0.5397111913357401,316,0.5703971119133574,532,289,0.543233082706767,306,0.575187969924812,Y
2022-2023,36,67819,0137760,San Bernardino,Ontario-Montclair,Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,561,440,0.7843137254901961,506,0.9019607843137255,544,425,0.78125,491,0.9025735294117647,Y
2022-2023,36,67819,0141416,San Bernardino,Ontario-Montclair,Online Academy,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,K,8,184,131,0.7119565217391305,151,0.8206521739130435,182,129,0.7087912087912088,149,0.8186813186813187,Y
2022-2023,36,67819,6036123,San Bernardino,Ontario-Montclair,Arroyo Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,8,467,313,0.6702355460385439,398,0.8522483940042827,450,300,0.6666666666666666,383,0.8511111111111112,Y
2022-2023,36,67819,6036131,San Bernardino,Ontario-Montclair,Berlyn Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,619,478,0.7722132471728594,556,0.8982229402261712,598,458,0.7658862876254181,536,0.8963210702341137,Y
2022-2023,36,67819,6036149,San Bernardino,Ontario-Montclair,Bon View Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,620,438,0.7064516129032258,520,0.8387096774193549,593,419,0.7065767284991569,495,0.8347386172006745,Y
2022-2023,36,67819,6036156,San Bernardino,Ontario-Montclair,Buena Vista Arts-Integrated,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,365,156,0.4273972602739726,216,0.5917808219178082,347,150,0.4322766570605187,208,0.5994236311239193,Y
2022-2023,36,67819,6036164,San Bernardino,Ontario-Montclair,Central Language Academy,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,8,733,430,0.5866302864938608,499,0.6807639836289222,732,429,0.5860655737704918,498,0.680327868852459,Y
2022-2023,36,67819,6036172,San Bernardino,Ontario-Montclair,Corona Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,393,299,0.7608142493638677,332,0.8447837150127226,375,287,0.7653333333333333,317,0.8453333333333334,Y
2022-2023,36,67819,6036198,San Bernardino,Ontario-Montclair,Richard Haynes Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,690,482,0.6985507246376812,600,0.8695652173913043,676,472,0.6982248520710059,589,0.871301775147929,Y
2022-2023,36,67819,6036206,San Bernardino,Ontario-Montclair,De Anza Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,530,378,0.7132075471698113,437,0.8245283018867925,530,378,0.7132075471698113,437,0.8245283018867925,Y
2022-2023,36,67819,6036214,San Bernardino,Ontario-Montclair,Del Norte Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,432,355,0.8217592592592593,404,0.9351851851851852,414,341,0.8236714975845411,388,0.9371980676328503,Y
2022-2023,36,67819,6036222,San Bernardino,Ontario-Montclair,Edison Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,8,680,365,0.5367647058823529,459,0.675,664,357,0.5376506024096386,448,0.6746987951807228,Y
2022-2023,36,67819,6036230,San Bernardino,Ontario-Montclair,El Camino Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,471,307,0.6518046709129511,382,0.8110403397027601,451,294,0.6518847006651884,368,0.8159645232815964,Y
2022-2023,36,67819,6036248,San Bernardino,Ontario-Montclair,Elderberry Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,578,428,0.740484429065744,503,0.870242214532872,566,421,0.7438162544169611,493,0.8710247349823321,Y
2022-2023,36,67819,6036255,San Bernardino,Ontario-Montclair,Euclid Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,595,447,0.7512605042016807,510,0.8571428571428571,579,433,0.7478411053540587,496,0.8566493955094991,Y
2022-2023,36,67819,6036263,San Bernardino,Ontario-Montclair,Hawthorne Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,577,393,0.6811091854419411,450,0.779896013864818,563,383,0.6802841918294849,439,0.7797513321492007,Y
2022-2023,36,67819,6036271,San Bernardino,Ontario-Montclair,Howard Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,463,360,0.7775377969762419,418,0.9028077753779697,448,351,0.7834821428571429,408,0.9107142857142857,Y
2022-2023,36,67819,6036289,San Bernardino,Ontario-Montclair,Ray Wiltsey Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,799,664,0.8310387984981227,757,0.9474342928660826,799,664,0.8310387984981227,757,0.9474342928660826,Y
2022-2023,36,67819,6036297,San Bernardino,Ontario-Montclair,Kingsley Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,525,399,0.76,477,0.9085714285714286,514,392,0.7626459143968871,467,0.9085603112840467,Y
2022-2023,36,67819,6036305,San Bernardino,Ontario-Montclair,Lehigh Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,499,391,0.7835671342685371,446,0.8937875751503006,481,375,0.7796257796257796,428,0.8898128898128899,Y
2022-2023,36,67819,6036347,San Bernardino,Ontario-Montclair,Mariposa Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,591,457,0.7732656514382402,547,0.9255499153976311,576,446,0.7743055555555556,535,0.9288194444444444,Y
2022-2023,36,67819,6036354,San Bernardino,Ontario-Montclair,Mission Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,545,420,0.7706422018348624,498,0.9137614678899083,525,407,0.7752380952380953,481,0.9161904761904762,Y
2022-2023,36,67819,6036362,San Bernardino,Ontario-Montclair,Monte Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,564,376,0.6666666666666666,473,0.8386524822695035,546,365,0.6684981684981685,460,0.8424908424908425,Y
2022-2023,36,67819,6036370,San Bernardino,Ontario-Montclair,Moreno Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,497,327,0.6579476861167002,399,0.8028169014084507,483,322,0.6666666666666666,392,0.8115942028985508,Y
2022-2023,36,67819,6036388,San Bernardino,Ontario-Montclair,Ramona Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,577,476,0.8249566724436742,531,0.9202772963604853,561,461,0.82174688057041,515,0.9180035650623886,Y
2022-2023,36,67819,6036404,San Bernardino,Ontario-Montclair,Serrano Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,680,500,0.7352941176470589,607,0.8926470588235295,680,500,0.7352941176470589,607,0.8926470588235295,Y
2022-2023,36,67819,6036412,San Bernardino,Ontario-Montclair,Sultana Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,649,499,0.7688751926040062,587,0.9044684129429892,636,489,0.7688679245283019,577,0.9072327044025157,Y
2022-2023,36,67819,6036420,San Bernardino,Ontario-Montclair,Vernon Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,607,454,0.7479406919275123,537,0.8846787479406919,607,454,0.7479406919275123,537,0.8846787479406919,Y
2022-2023,36,67819,6036438,San Bernardino,Ontario-Montclair,Vina Danks Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,626,483,0.7715654952076677,565,0.902555910543131,626,483,0.7715654952076677,565,0.902555910543131,Y
2022-2023,36,67819,6036446,San Bernardino,Ontario-Montclair,Vineyard Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,8,629,448,0.712241653418124,530,0.8426073131955485,611,434,0.7103109656301145,515,0.8428805237315876,Y
2022-2023,36,67819,6113476,San Bernardino,Ontario-Montclair,Oaks Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,726,487,0.6707988980716253,598,0.8236914600550964,726,487,0.6707988980716253,598,0.8236914600550964,Y
2022-2023,36,67827,0113928,San Bernardino,Oro Grande,Riverside Preparatory,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,0855,Directly funded,N,K,12,2508,1700,0.6778309409888357,2027,0.8082137161084529,2430,1649,0.6786008230452675,1971,0.8111111111111111,Y
2022-2023,36,67827,0137174,San Bernardino,Oro Grande,Mojave River Academy - Gold Canyon,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,1937,Directly funded,Y,K,12,214,173,0.8084112149532711,189,0.883177570093458,205,165,0.8048780487804879,181,0.8829268292682927,Y
2022-2023,36,67827,0137182,San Bernardino,Oro Grande,Mojave River Academy - National Trails,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,1938,Directly funded,Y,K,12,655,462,0.7053435114503817,513,0.783206106870229,610,429,0.7032786885245902,476,0.780327868852459,Y
2022-2023,36,67827,0137190,San Bernardino,Oro Grande,Mojave River Academy - Oro Grande,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,1939,Directly funded,Y,K,12,734,570,0.776566757493188,617,0.840599455040872,693,531,0.7662337662337663,577,0.8326118326118326,Y
2022-2023,36,67827,0137208,San Bernardino,Oro Grande,Mojave River Academy - Route 66,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,1940,Directly funded,Y,K,12,368,320,0.8695652173913043,337,0.9157608695652174,345,299,0.8666666666666667,315,0.9130434782608695,Y
2022-2023,36,67827,0137216,San Bernardino,Oro Grande,Mojave River Academy - Rockview Park,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,1941,Directly funded,Y,K,12,322,270,0.8385093167701864,285,0.8850931677018633,306,256,0.8366013071895425,271,0.8856209150326797,Y
2022-2023,36,67827,0137224,San Bernardino,Oro Grande,Mojave River Academy - Silver Mountain,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,1942,Directly funded,Y,K,12,538,400,0.7434944237918215,439,0.8159851301115242,519,387,0.7456647398843931,425,0.8188824662813102,Y
2022-2023,36,67827,0137232,San Bernardino,Oro Grande,Mojave River Academy - Marble City,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,1943,Directly funded,Y,K,12,183,141,0.7704918032786885,152,0.8306010928961749,176,135,0.7670454545454546,146,0.8295454545454546,Y
2022-2023,36,67827,6036453,San Bernardino,Oro Grande,Oro Grande Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,94,75,0.7978723404255319,86,0.9148936170212766,89,70,0.7865168539325843,81,0.9101123595505618,Y
2022-2023,36,67843,0000000,San Bernardino,Redlands Unified,District Office,Unified School District,,,,,,,,K,Adult,285,151,0.5298245614035088,182,0.6385964912280702,269,147,0.5464684014869888,176,0.654275092936803,Y
2022-2023,36,67843,0000001,San Bernardino,Redlands Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,15,8,0.5333333333333333,8,0.5333333333333333,10,7,0.7,7,0.7,Y
2022-2023,36,67843,0102558,San Bernardino,Redlands Unified,Beattie Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,1097,556,0.5068368277119416,763,0.6955332725615314,1097,556,0.5068368277119416,763,0.6955332725615314,Y
2022-2023,36,67843,0107888,San Bernardino,Redlands Unified,Highland Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,511,246,0.48140900195694714,336,0.6575342465753424,493,241,0.48884381338742394,329,0.6673427991886409,Y
2022-2023,36,67843,0110569,San Bernardino,Redlands Unified,Judson & Brown Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,476,204,0.42857142857142855,268,0.5630252100840336,466,199,0.4270386266094421,261,0.5600858369098712,Y
2022-2023,36,67843,0118802,San Bernardino,Redlands Unified,Citrus Valley High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,2150,1037,0.4823255813953488,1369,0.6367441860465116,2102,1018,0.48430066603235017,1342,0.6384395813510942,Y
2022-2023,36,67843,0123851,San Bernardino,Redlands Unified,Mission Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,587,364,0.6201022146507666,470,0.8006814310051107,558,348,0.6236559139784946,450,0.8064516129032258,Y
2022-2023,36,67843,0127837,San Bernardino,Redlands Unified,Redlands eAcademy,Unified School District,K-12 Schools (Public),Traditional,,No ,,,N,K,12,159,72,0.4528301886792453,98,0.6163522012578616,156,72,0.46153846153846156,98,0.6282051282051282,Y
2022-2023,36,67843,3630779,San Bernardino,Redlands Unified,Redlands East Valley High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1853,967,0.521856449001619,1236,0.6670264436049649,1814,944,0.5203969128996693,1206,0.6648291069459757,Y
2022-2023,36,67843,3630928,San Bernardino,Redlands Unified,Grove,Unified School District,High Schools (Public),Traditional,,Yes,0180,Directly funded,N,7,12,246,43,0.17479674796747968,53,0.21544715447154472,243,42,0.1728395061728395,52,0.2139917695473251,Y
2022-2023,36,67843,3634995,San Bernardino,Redlands Unified,Orangewood High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,,,N,9,12,282,216,0.7659574468085106,249,0.8829787234042553,272,209,0.7683823529411765,241,0.8860294117647058,Y
2022-2023,36,67843,3635042,San Bernardino,Redlands Unified,Redlands Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,2232,1069,0.4789426523297491,1377,0.6169354838709677,2156,1031,0.4782003710575139,1328,0.6159554730983302,Y
2022-2023,36,67843,6036479,San Bernardino,Redlands Unified,Crafton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,664,324,0.4879518072289157,397,0.5978915662650602,642,313,0.48753894080996885,383,0.5965732087227414,Y
2022-2023,36,67843,6036487,San Bernardino,Redlands Unified,Cram Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,469,159,0.3390191897654584,246,0.5245202558635395,448,154,0.34375,236,0.5267857142857143,Y
2022-2023,36,67843,6036503,San Bernardino,Redlands Unified,Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,612,455,0.7434640522875817,518,0.8464052287581699,594,445,0.7491582491582491,505,0.8501683501683501,Y
2022-2023,36,67843,6036511,San Bernardino,Redlands Unified,Kimberly Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,518,163,0.31467181467181465,229,0.4420849420849421,508,163,0.32086614173228345,226,0.4448818897637795,Y
2022-2023,36,67843,6036537,San Bernardino,Redlands Unified,Lugonia Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,569,456,0.8014059753954306,506,0.8892794376098418,551,442,0.8021778584392014,490,0.8892921960072595,Y
2022-2023,36,67843,6036545,San Bernardino,Redlands Unified,Mariposa Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,460,135,0.29347826086956524,215,0.4673913043478261,447,132,0.2953020134228188,206,0.4608501118568233,Y
2022-2023,36,67843,6036552,San Bernardino,Redlands Unified,McKinley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,340,210,0.6176470588235294,246,0.7235294117647059,335,207,0.6179104477611941,241,0.7194029850746269,Y
2022-2023,36,67843,6036560,San Bernardino,Redlands Unified,Mentone Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,434,275,0.6336405529953917,346,0.7972350230414746,423,271,0.640661938534279,338,0.7990543735224587,Y
2022-2023,36,67843,6036586,San Bernardino,Redlands Unified,Smiley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,594,286,0.48148148148148145,397,0.6683501683501684,573,277,0.48342059336823734,382,0.6666666666666666,Y
2022-2023,36,67843,6036594,San Bernardino,Redlands Unified,Victoria Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,456,377,0.8267543859649122,417,0.9144736842105263,444,368,0.8288288288288288,406,0.9144144144144144,Y
2022-2023,36,67843,6059414,San Bernardino,Redlands Unified,Clement Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,1038,650,0.626204238921002,783,0.7543352601156069,1038,650,0.626204238921002,783,0.7543352601156069,Y
2022-2023,36,67843,6059422,San Bernardino,Redlands Unified,Cope Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,1275,672,0.5270588235294118,835,0.6549019607843137,1275,672,0.5270588235294118,835,0.6549019607843137,Y
2022-2023,36,67843,6061881,San Bernardino,Redlands Unified,Moore Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,1072,548,0.5111940298507462,675,0.6296641791044776,1072,548,0.5111940298507462,675,0.6296641791044776,Y
